image_class,image_paths
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6160_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6932_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10019_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7592_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1637_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3651_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1739_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8351_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\200_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6238_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14786_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5987_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9367_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17447_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7093_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10080_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10410_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5131_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9375_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9712_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1283_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5904_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2391_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3913_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2944_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9769_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4608_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\589_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1034_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19026_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1823_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2460_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2967_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3189_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1005_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6594_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\828_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19375_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3198_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3692_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16786_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8488_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5775_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15908_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5356_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5604_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2944_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5534_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2607_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3232_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8782_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14567_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6016_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6122_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5914_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3303_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6027_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2450_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8777_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2347_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9135_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2829_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4195_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6353_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16778_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2080_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\690_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\577_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\270_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9583_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9502_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2636_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2233_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1225_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8538_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9956_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11346_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4579_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\20022_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1822_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1621_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14193_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7660_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5022_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7675_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\849_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1198_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8939_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8008_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12698_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5625_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3523_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9946_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2512_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\464_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\208_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9893_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1312_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5958_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5158_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2354_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7273_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6640_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3836_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3057_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1995_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\963_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4490_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4928_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4268_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7047_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8768_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4897_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9268_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\200_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9539_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3845_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3275_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9779_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3444_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18679_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4724_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3510_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5879_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2261_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9799_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5420_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7827_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\533_Compare.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7101_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4458_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4348_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4667_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15802_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4135_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9934_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1653_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7726_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\870_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\797_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3629_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4399_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5321_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2780_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2860_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14494_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2360_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6442_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4582_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4425_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9752_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5220_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10976_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2318_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9155_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3868_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12010_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7483_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4252_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1156_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5024_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5016_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\977_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1473_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5861_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1356_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15716_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2403_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1080_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8481_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11246_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15856_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5831_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4122_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9782_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2350_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4312_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1012_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9467_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1655_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5143_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8033_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4246_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8902_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6621_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6596_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\873_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18899_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3522_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\536_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9269_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8252_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8487_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8278_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5054_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7776_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3399_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9868_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7913_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9262_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8163_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8542_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8940_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17871_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2275_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7625_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10292_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2708_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17269_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12781_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\232_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19270_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7184_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7320_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1882_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\472_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5838_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2009_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9835_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2045_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2035_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2933_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3678_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1379_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7616_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4619_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6856_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1424_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9361_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2233_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4259_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5453_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8504_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13302_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\355_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11123_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2182_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12047_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7796_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7411_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3502_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7059_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7519_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\364_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5542_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4105_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2783_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9974_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9679_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8964_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9488_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6612_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9686_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7013_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3153_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4029_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4911_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3844_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11795_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2891_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5075_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\166_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2147_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\267_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3347_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8041_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\256_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1574_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6417_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3141_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3448_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8264_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6961_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6792_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6127_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10048_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8949_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3664_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\762_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1746_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\732_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7062_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1850_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9844_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7039_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1640_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6661_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3188_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5518_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5859_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2565_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6479_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13849_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\873_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4615_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15706_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1616_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4346_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7314_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4091_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5370_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7075_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12377_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2593_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\92_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7115_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6425_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16108_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7353_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4135_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4981_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1923_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9846_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17746_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3624_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4887_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6252_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4687_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\574_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19869_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8508_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1116_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19120_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4652_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4357_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3253_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2925_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13943_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8292_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12340_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1235_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8478_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14584_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8335_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5202_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9501_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12442_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6256_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2693_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1840_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4535_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18195_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8933_БОпритертый.tiff
